"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"p0046",165.35470865046,-1.25564130594572,0.283564004388675,-4.42807015880844,9.50799767297622e-06,2.25120129518622e-05
"p0054",4128.26264134545,2.33628759768647,0.0794417663958873,29.4088072770675,4.23742799574966e-190,1.86325762441678e-188
"p0060",1916.77910726039,-1.21902302646668,0.100501241108545,-12.1294325624306,7.37587470698237e-34,5.1833201707972e-33
"p0061",2177.79770120801,-1.15659189986225,0.0956073505742999,-12.09731148196,1.09126845508925e-33,7.63391887446525e-33
"p0064",3581.01604708823,2.03009101960613,0.0883557672643752,22.9763272105573,8.04063999588861e-117,1.84694700801083e-115
"p0066",1104.25752537416,-2.85389690319251,0.139102074642406,-20.5165660579047,1.53155947924294e-93,2.87447565677426e-92
"p0074",1830.32902745037,3.6501718910781,0.113269530715691,32.2255408671208,7.74577702174487e-228,3.97358361215512e-226
"p0079",538.046709307884,1.09099233957296,0.146814887975698,7.4310742910048,1.07719186774902e-13,4.10346110016274e-13
"p0087",225.377181754323,-1.21701309103099,0.231254137920353,-5.26266514396447,1.4198203232587e-07,3.86743978317724e-07
"p0092",3344.09650630587,-1.04908017567024,0.0830359412295714,-12.6340493060688,1.3704043937357e-36,1.0440853277026e-35
